,GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RK9E001,NAME_M,RK9M001
1762,G3200330,2005-2009,,,Nevada,32,White Pine County,33,,,,,,,,,,,,,,,,,,,,,,,,,,"White Pine County, Nevada",9060,"White Pine County, Nevada",0
1763,G3205100,2005-2009,,,Nevada,32,Carson City,510,,,,,,,,,,,,,,,,,,,,,,,,,,"Carson City, Nevada",55262,"Carson City, Nevada",0
1764,G3300010,2005-2009,,,New Hampshire,33,Belknap County,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Belknap County, New Hampshire",61102,"Belknap County, New Hampshire",0
1765,G3300030,2005-2009,,,New Hampshire,33,Carroll County,3,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, New Hampshire",47591,"Carroll County, New Hampshire",0
1766,G3300050,2005-2009,,,New Hampshire,33,Cheshire County,5,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheshire County, New Hampshire",77174,"Cheshire County, New Hampshire",0
1767,G3300070,2005-2009,,,New Hampshire,33,Coos County,7,,,,,,,,,,,,,,,,,,,,,,,,,,"Coos County, New Hampshire",32217,"Coos County, New Hampshire",0
1768,G3300090,2005-2009,,,New Hampshire,33,Grafton County,9,,,,,,,,,,,,,,,,,,,,,,,,,,"Grafton County, New Hampshire",85626,"Grafton County, New Hampshire",0
1769,G3300110,2005-2009,,,New Hampshire,33,Hillsborough County,11,,,,,,,,,,,,,,,,,,,,,,,,,,"Hillsborough County, New Hampshire",402576,"Hillsborough County, New Hampshire",0
1770,G3300130,2005-2009,,,New Hampshire,33,Merrimack County,13,,,,,,,,,,,,,,,,,,,,,,,,,,"Merrimack County, New Hampshire",148156,"Merrimack County, New Hampshire",0
1771,G3300150,2005-2009,,,New Hampshire,33,Rockingham County,15,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockingham County, New Hampshire",296680,"Rockingham County, New Hampshire",0
1772,G3300170,2005-2009,,,New Hampshire,33,Strafford County,17,,,,,,,,,,,,,,,,,,,,,,,,,,"Strafford County, New Hampshire",121656,"Strafford County, New Hampshire",0
1773,G3300190,2005-2009,,,New Hampshire,33,Sullivan County,19,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, New Hampshire",42641,"Sullivan County, New Hampshire",0
1774,G3400010,2005-2009,,,New Jersey,34,Atlantic County,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Atlantic County, New Jersey",270016,"Atlantic County, New Jersey",0
1775,G3400030,2005-2009,,,New Jersey,34,Bergen County,3,,,,,,,,,,,,,,,,,,,,,,,,,,"Bergen County, New Jersey",888546,"Bergen County, New Jersey",0
1776,G3400050,2005-2009,,,New Jersey,34,Burlington County,5,,,,,,,,,,,,,,,,,,,,,,,,,,"Burlington County, New Jersey",446301,"Burlington County, New Jersey",0
1777,G3400070,2005-2009,,,New Jersey,34,Camden County,7,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden County, New Jersey",516937,"Camden County, New Jersey",0
1778,G3400090,2005-2009,,,New Jersey,34,Cape May County,9,,,,,,,,,,,,,,,,,,,,,,,,,,"Cape May County, New Jersey",97127,"Cape May County, New Jersey",0
1779,G3400110,2005-2009,,,New Jersey,34,Cumberland County,11,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, New Jersey",155266,"Cumberland County, New Jersey",0
1780,G3400130,2005-2009,,,New Jersey,34,Essex County,13,,,,,,,,,,,,,,,,,,,,,,,,,,"Essex County, New Jersey",771353,"Essex County, New Jersey",0
1781,G3400150,2005-2009,,,New Jersey,34,Gloucester County,15,,,,,,,,,,,,,,,,,,,,,,,,,,"Gloucester County, New Jersey",284552,"Gloucester County, New Jersey",0
1782,G3400170,2005-2009,,,New Jersey,34,Hudson County,17,,,,,,,,,,,,,,,,,,,,,,,,,,"Hudson County, New Jersey",593615,"Hudson County, New Jersey",0
1783,G3400190,2005-2009,,,New Jersey,34,Hunterdon County,19,,,,,,,,,,,,,,,,,,,,,,,,,,"Hunterdon County, New Jersey",129517,"Hunterdon County, New Jersey",0
1784,G3400210,2005-2009,,,New Jersey,34,Mercer County,21,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, New Jersey",363778,"Mercer County, New Jersey",0
1785,G3400230,2005-2009,,,New Jersey,34,Middlesex County,23,,,,,,,,,,,,,,,,,,,,,,,,,,"Middlesex County, New Jersey",781957,"Middlesex County, New Jersey",0
1786,G3400250,2005-2009,,,New Jersey,34,Monmouth County,25,,,,,,,,,,,,,,,,,,,,,,,,,,"Monmouth County, New Jersey",641984,"Monmouth County, New Jersey",0
1787,G3400270,2005-2009,,,New Jersey,34,Morris County,27,,,,,,,,,,,,,,,,,,,,,,,,,,"Morris County, New Jersey",485828,"Morris County, New Jersey",0
1788,G3400290,2005-2009,,,New Jersey,34,Ocean County,29,,,,,,,,,,,,,,,,,,,,,,,,,,"Ocean County, New Jersey",565428,"Ocean County, New Jersey",0
1789,G3400310,2005-2009,,,New Jersey,34,Passaic County,31,,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic County, New Jersey",488793,"Passaic County, New Jersey",0
1790,G3400330,2005-2009,,,New Jersey,34,Salem County,33,,,,,,,,,,,,,,,,,,,,,,,,,,"Salem County, New Jersey",65982,"Salem County, New Jersey",0
1791,G3400350,2005-2009,,,New Jersey,34,Somerset County,35,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerset County, New Jersey",320712,"Somerset County, New Jersey",0
1792,G3400370,2005-2009,,,New Jersey,34,Sussex County,37,,,,,,,,,,,,,,,,,,,,,,,,,,"Sussex County, New Jersey",151239,"Sussex County, New Jersey",0
1793,G3400390,2005-2009,,,New Jersey,34,Union County,39,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, New Jersey",522050,"Union County, New Jersey",0
1794,G3400410,2005-2009,,,New Jersey,34,Warren County,41,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, New Jersey",109567,"Warren County, New Jersey",0
1795,G3500010,2005-2009,,,New Mexico,35,Bernalillo County,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Bernalillo County, New Mexico",626822,"Bernalillo County, New Mexico",0
1796,G3500030,2005-2009,,,New Mexico,35,Catron County,3,,,,,,,,,,,,,,,,,,,,,,,,,,"Catron County, New Mexico",3410,"Catron County, New Mexico",0
1797,G3500050,2005-2009,,,New Mexico,35,Chaves County,5,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaves County, New Mexico",62365,"Chaves County, New Mexico",0
1798,G3500060,2005-2009,,,New Mexico,35,Cibola County,6,,,,,,,,,,,,,,,,,,,,,,,,,,"Cibola County, New Mexico",27120,"Cibola County, New Mexico",0
1799,G3500070,2005-2009,,,New Mexico,35,Colfax County,7,,,,,,,,,,,,,,,,,,,,,,,,,,"Colfax County, New Mexico",13133,"Colfax County, New Mexico",0
1800,G3500090,2005-2009,,,New Mexico,35,Curry County,9,,,,,,,,,,,,,,,,,,,,,,,,,,"Curry County, New Mexico",44986,"Curry County, New Mexico",0
1801,G3500110,2005-2009,,,New Mexico,35,De Baca County,11,,,,,,,,,,,,,,,,,,,,,,,,,,"De Baca County, New Mexico",1934,"De Baca County, New Mexico",96
1802,G3500130,2005-2009,,,New Mexico,35,Doña Ana County,13,,,,,,,,,,,,,,,,,,,,,,,,,,"Doña Ana County, New Mexico",197819,"Doña Ana County, New Mexico",0
1803,G3500150,2005-2009,,,New Mexico,35,Eddy County,15,,,,,,,,,,,,,,,,,,,,,,,,,,"Eddy County, New Mexico",51348,"Eddy County, New Mexico",0
1804,G3500170,2005-2009,,,New Mexico,35,Grant County,17,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, New Mexico",29723,"Grant County, New Mexico",0
1805,G3500190,2005-2009,,,New Mexico,35,Guadalupe County,19,,,,,,,,,,,,,,,,,,,,,,,,,,"Guadalupe County, New Mexico",4365,"Guadalupe County, New Mexico",0
1806,G3500210,2005-2009,,,New Mexico,35,Harding County,21,,,,,,,,,,,,,,,,,,,,,,,,,,"Harding County, New Mexico",655,"Harding County, New Mexico",96
1807,G3500230,2005-2009,,,New Mexico,35,Hidalgo County,23,,,,,,,,,,,,,,,,,,,,,,,,,,"Hidalgo County, New Mexico",5001,"Hidalgo County, New Mexico",0
1808,G3500250,2005-2009,,,New Mexico,35,Lea County,25,,,,,,,,,,,,,,,,,,,,,,,,,,"Lea County, New Mexico",58058,"Lea County, New Mexico",0
1809,G3500270,2005-2009,,,New Mexico,35,Lincoln County,27,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, New Mexico",20888,"Lincoln County, New Mexico",0
1810,G3500280,2005-2009,,,New Mexico,35,Los Alamos County,28,,,,,,,,,,,,,,,,,,,,,,,,,,"Los Alamos County, New Mexico",18431,"Los Alamos County, New Mexico",0
1811,G3500290,2005-2009,,,New Mexico,35,Luna County,29,,,,,,,,,,,,,,,,,,,,,,,,,,"Luna County, New Mexico",26724,"Luna County, New Mexico",0
1812,G3500310,2005-2009,,,New Mexico,35,McKinley County,31,,,,,,,,,,,,,,,,,,,,,,,,,,"McKinley County, New Mexico",70388,"McKinley County, New Mexico",0
1813,G3500330,2005-2009,,,New Mexico,35,Mora County,33,,,,,,,,,,,,,,,,,,,,,,,,,,"Mora County, New Mexico",5020,"Mora County, New Mexico",0
1814,G3500350,2005-2009,,,New Mexico,35,Otero County,35,,,,,,,,,,,,,,,,,,,,,,,,,,"Otero County, New Mexico",63206,"Otero County, New Mexico",0
1815,G3500370,2005-2009,,,New Mexico,35,Quay County,37,,,,,,,,,,,,,,,,,,,,,,,,,,"Quay County, New Mexico",9007,"Quay County, New Mexico",0
1816,G3500390,2005-2009,,,New Mexico,35,Rio Arriba County,39,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Arriba County, New Mexico",40674,"Rio Arriba County, New Mexico",0
1817,G3500410,2005-2009,,,New Mexico,35,Roosevelt County,41,,,,,,,,,,,,,,,,,,,,,,,,,,"Roosevelt County, New Mexico",18854,"Roosevelt County, New Mexico",0
1818,G3500430,2005-2009,,,New Mexico,35,Sandoval County,43,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandoval County, New Mexico",116811,"Sandoval County, New Mexico",0
1819,G3500450,2005-2009,,,New Mexico,35,San Juan County,45,,,,,,,,,,,,,,,,,,,,,,,,,,"San Juan County, New Mexico",122470,"San Juan County, New Mexico",0
1820,G3500470,2005-2009,,,New Mexico,35,San Miguel County,47,,,,,,,,,,,,,,,,,,,,,,,,,,"San Miguel County, New Mexico",28600,"San Miguel County, New Mexico",0
1821,G3500490,2005-2009,,,New Mexico,35,Santa Fe County,49,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Fe County, New Mexico",143501,"Santa Fe County, New Mexico",0
1822,G3500510,2005-2009,,,New Mexico,35,Sierra County,51,,,,,,,,,,,,,,,,,,,,,,,,,,"Sierra County, New Mexico",12645,"Sierra County, New Mexico",0
1823,G3500530,2005-2009,,,New Mexico,35,Socorro County,53,,,,,,,,,,,,,,,,,,,,,,,,,,"Socorro County, New Mexico",18163,"Socorro County, New Mexico",0
1824,G3500550,2005-2009,,,New Mexico,35,Taos County,55,,,,,,,,,,,,,,,,,,,,,,,,,,"Taos County, New Mexico",31444,"Taos County, New Mexico",0
1825,G3500570,2005-2009,,,New Mexico,35,Torrance County,57,,,,,,,,,,,,,,,,,,,,,,,,,,"Torrance County, New Mexico",16566,"Torrance County, New Mexico",0
1826,G3500590,2005-2009,,,New Mexico,35,Union County,59,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, New Mexico",3755,"Union County, New Mexico",0
1827,G3500610,2005-2009,,,New Mexico,35,Valencia County,61,,,,,,,,,,,,,,,,,,,,,,,,,,"Valencia County, New Mexico",70974,"Valencia County, New Mexico",0
1828,G3600010,2005-2009,,,New York,36,Albany County,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Albany County, New York",298341,"Albany County, New York",0
1829,G3600030,2005-2009,,,New York,36,Allegany County,3,,,,,,,,,,,,,,,,,,,,,,,,,,"Allegany County, New York",49391,"Allegany County, New York",0
1830,G3600050,2005-2009,,,New York,36,Bronx County,5,,,,,,,,,,,,,,,,,,,,,,,,,,"Bronx County, New York",1381529,"Bronx County, New York",0
1831,G3600070,2005-2009,,,New York,36,Broome County,7,,,,,,,,,,,,,,,,,,,,,,,,,,"Broome County, New York",195209,"Broome County, New York",0
1832,G3600090,2005-2009,,,New York,36,Cattaraugus County,9,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattaraugus County, New York",80349,"Cattaraugus County, New York",0
1833,G3600110,2005-2009,,,New York,36,Cayuga County,11,,,,,,,,,,,,,,,,,,,,,,,,,,"Cayuga County, New York",79994,"Cayuga County, New York",0
1834,G3600130,2005-2009,,,New York,36,Chautauqua County,13,,,,,,,,,,,,,,,,,,,,,,,,,,"Chautauqua County, New York",134078,"Chautauqua County, New York",0
1835,G3600150,2005-2009,,,New York,36,Chemung County,15,,,,,,,,,,,,,,,,,,,,,,,,,,"Chemung County, New York",88161,"Chemung County, New York",0
1836,G3600170,2005-2009,,,New York,36,Chenango County,17,,,,,,,,,,,,,,,,,,,,,,,,,,"Chenango County, New York",50956,"Chenango County, New York",0
1837,G3600190,2005-2009,,,New York,36,Clinton County,19,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, New York",81755,"Clinton County, New York",0
1838,G3600210,2005-2009,,,New York,36,Columbia County,21,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, New York",62217,"Columbia County, New York",0
1839,G3600230,2005-2009,,,New York,36,Cortland County,23,,,,,,,,,,,,,,,,,,,,,,,,,,"Cortland County, New York",48207,"Cortland County, New York",0
1840,G3600250,2005-2009,,,New York,36,Delaware County,25,,,,,,,,,,,,,,,,,,,,,,,,,,"Delaware County, New York",46194,"Delaware County, New York",0
1841,G3600270,2005-2009,,,New York,36,Dutchess County,27,,,,,,,,,,,,,,,,,,,,,,,,,,"Dutchess County, New York",292187,"Dutchess County, New York",0
1842,G3600290,2005-2009,,,New York,36,Erie County,29,,,,,,,,,,,,,,,,,,,,,,,,,,"Erie County, New York",914200,"Erie County, New York",0
1843,G3600310,2005-2009,,,New York,36,Essex County,31,,,,,,,,,,,,,,,,,,,,,,,,,,"Essex County, New York",37927,"Essex County, New York",0
1844,G3600330,2005-2009,,,New York,36,Franklin County,33,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, New York",50374,"Franklin County, New York",0
1845,G3600350,2005-2009,,,New York,36,Fulton County,35,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, New York",55031,"Fulton County, New York",0
1846,G3600370,2005-2009,,,New York,36,Genesee County,37,,,,,,,,,,,,,,,,,,,,,,,,,,"Genesee County, New York",58208,"Genesee County, New York",0
1847,G3600390,2005-2009,,,New York,36,Greene County,39,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, New York",49071,"Greene County, New York",0
1848,G3600410,2005-2009,,,New York,36,Hamilton County,41,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, New York",5011,"Hamilton County, New York",0
1849,G3600430,2005-2009,,,New York,36,Herkimer County,43,,,,,,,,,,,,,,,,,,,,,,,,,,"Herkimer County, New York",62439,"Herkimer County, New York",0
1850,G3600450,2005-2009,,,New York,36,Jefferson County,45,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, New York",117595,"Jefferson County, New York",0
1851,G3600470,2005-2009,,,New York,36,Kings County,47,,,,,,,,,,,,,,,,,,,,,,,,,,"Kings County, New York",2538140,"Kings County, New York",0
1852,G3600490,2005-2009,,,New York,36,Lewis County,49,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, New York",26205,"Lewis County, New York",0
1853,G3600510,2005-2009,,,New York,36,Livingston County,51,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, New York",63162,"Livingston County, New York",0
1854,G3600530,2005-2009,,,New York,36,Madison County,53,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, New York",69868,"Madison County, New York",0
1855,G3600550,2005-2009,,,New York,36,Monroe County,55,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, New York",731621,"Monroe County, New York",0
1856,G3600570,2005-2009,,,New York,36,Montgomery County,57,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, New York",48632,"Montgomery County, New York",0
1857,G3600590,2005-2009,,,New York,36,Nassau County,59,,,,,,,,,,,,,,,,,,,,,,,,,,"Nassau County, New York",1354141,"Nassau County, New York",0
1858,G3600610,2005-2009,,,New York,36,New York County,61,,,,,,,,,,,,,,,,,,,,,,,,,,"New York County, New York",1620962,"New York County, New York",0
1859,G3600630,2005-2009,,,New York,36,Niagara County,63,,,,,,,,,,,,,,,,,,,,,,,,,,"Niagara County, New York",214613,"Niagara County, New York",0
1860,G3600650,2005-2009,,,New York,36,Oneida County,65,,,,,,,,,,,,,,,,,,,,,,,,,,"Oneida County, New York",231029,"Oneida County, New York",0
1861,G3600670,2005-2009,,,New York,36,Onondaga County,67,,,,,,,,,,,,,,,,,,,,,,,,,,"Onondaga County, New York",453846,"Onondaga County, New York",0
1862,G3600690,2005-2009,,,New York,36,Ontario County,69,,,,,,,,,,,,,,,,,,,,,,,,,,"Ontario County, New York",104205,"Ontario County, New York",0
1863,G3600710,2005-2009,,,New York,36,Orange County,71,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, New York",376548,"Orange County, New York",0
1864,G3600730,2005-2009,,,New York,36,Orleans County,73,,,,,,,,,,,,,,,,,,,,,,,,,,"Orleans County, New York",42380,"Orleans County, New York",0
1865,G3600750,2005-2009,,,New York,36,Oswego County,75,,,,,,,,,,,,,,,,,,,,,,,,,,"Oswego County, New York",121588,"Oswego County, New York",0
1866,G3600770,2005-2009,,,New York,36,Otsego County,77,,,,,,,,,,,,,,,,,,,,,,,,,,"Otsego County, New York",62086,"Otsego County, New York",0
1867,G3600790,2005-2009,,,New York,36,Putnam County,79,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, New York",99111,"Putnam County, New York",0
1868,G3600810,2005-2009,,,New York,36,Queens County,81,,,,,,,,,,,,,,,,,,,,,,,,,,"Queens County, New York",2278860,"Queens County, New York",0
1869,G3600830,2005-2009,,,New York,36,Rensselaer County,83,,,,,,,,,,,,,,,,,,,,,,,,,,"Rensselaer County, New York",155043,"Rensselaer County, New York",0
1870,G3600850,2005-2009,,,New York,36,Richmond County,85,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond County, New York",483168,"Richmond County, New York",0
1871,G3600870,2005-2009,,,New York,36,Rockland County,87,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockland County, New York",297298,"Rockland County, New York",0
1872,G3600890,2005-2009,,,New York,36,St. Lawrence County,89,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Lawrence County, New York",109742,"St. Lawrence County, New York",0
1873,G3600910,2005-2009,,,New York,36,Saratoga County,91,,,,,,,,,,,,,,,,,,,,,,,,,,"Saratoga County, New York",216491,"Saratoga County, New York",0
1874,G3600930,2005-2009,,,New York,36,Schenectady County,93,,,,,,,,,,,,,,,,,,,,,,,,,,"Schenectady County, New York",150474,"Schenectady County, New York",0
1875,G3600950,2005-2009,,,New York,36,Schoharie County,95,,,,,,,,,,,,,,,,,,,,,,,,,,"Schoharie County, New York",31813,"Schoharie County, New York",0
1876,G3600970,2005-2009,,,New York,36,Schuyler County,97,,,,,,,,,,,,,,,,,,,,,,,,,,"Schuyler County, New York",18896,"Schuyler County, New York",0
1877,G3600990,2005-2009,,,New York,36,Seneca County,99,,,,,,,,,,,,,,,,,,,,,,,,,,"Seneca County, New York",34181,"Seneca County, New York",0
1878,G3601010,2005-2009,,,New York,36,Steuben County,101,,,,,,,,,,,,,,,,,,,,,,,,,,"Steuben County, New York",96674,"Steuben County, New York",0
1879,G3601030,2005-2009,,,New York,36,Suffolk County,103,,,,,,,,,,,,,,,,,,,,,,,,,,"Suffolk County, New York",1511028,"Suffolk County, New York",0
1880,G3601050,2005-2009,,,New York,36,Sullivan County,105,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, New York",75924,"Sullivan County, New York",0
1881,G3601070,2005-2009,,,New York,36,Tioga County,107,,,,,,,,,,,,,,,,,,,,,,,,,,"Tioga County, New York",50367,"Tioga County, New York",0
1882,G3601090,2005-2009,,,New York,36,Tompkins County,109,,,,,,,,,,,,,,,,,,,,,,,,,,"Tompkins County, New York",100583,"Tompkins County, New York",0
1883,G3601110,2005-2009,,,New York,36,Ulster County,111,,,,,,,,,,,,,,,,,,,,,,,,,,"Ulster County, New York",181510,"Ulster County, New York",0
1884,G3601130,2005-2009,,,New York,36,Warren County,113,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, New York",65743,"Warren County, New York",0
1885,G3601150,2005-2009,,,New York,36,Washington County,115,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, New York",62486,"Washington County, New York",0
1886,G3601170,2005-2009,,,New York,36,Wayne County,117,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, New York",91658,"Wayne County, New York",0
1887,G3601190,2005-2009,,,New York,36,Westchester County,119,,,,,,,,,,,,,,,,,,,,,,,,,,"Westchester County, New York",949050,"Westchester County, New York",0
1888,G3601210,2005-2009,,,New York,36,Wyoming County,121,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyoming County, New York",41820,"Wyoming County, New York",0
1889,G3601230,2005-2009,,,New York,36,Yates County,123,,,,,,,,,,,,,,,,,,,,,,,,,,"Yates County, New York",24526,"Yates County, New York",0
1890,G3700010,2005-2009,,,North Carolina,37,Alamance County,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Alamance County, North Carolina",144769,"Alamance County, North Carolina",0
1891,G3700030,2005-2009,,,North Carolina,37,Alexander County,3,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexander County, North Carolina",36278,"Alexander County, North Carolina",0
1892,G3700050,2005-2009,,,North Carolina,37,Alleghany County,5,,,,,,,,,,,,,,,,,,,,,,,,,,"Alleghany County, North Carolina",10905,"Alleghany County, North Carolina",0
1893,G3700070,2005-2009,,,North Carolina,37,Anson County,7,,,,,,,,,,,,,,,,,,,,,,,,,,"Anson County, North Carolina",25243,"Anson County, North Carolina",0
1894,G3700090,2005-2009,,,North Carolina,37,Ashe County,9,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashe County, North Carolina",25467,"Ashe County, North Carolina",0
1895,G3700110,2005-2009,,,North Carolina,37,Avery County,11,,,,,,,,,,,,,,,,,,,,,,,,,,"Avery County, North Carolina",17903,"Avery County, North Carolina",0
1896,G3700130,2005-2009,,,North Carolina,37,Beaufort County,13,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaufort County, North Carolina",45993,"Beaufort County, North Carolina",0
1897,G3700150,2005-2009,,,North Carolina,37,Bertie County,15,,,,,,,,,,,,,,,,,,,,,,,,,,"Bertie County, North Carolina",19187,"Bertie County, North Carolina",0
1898,G3700170,2005-2009,,,North Carolina,37,Bladen County,17,,,,,,,,,,,,,,,,,,,,,,,,,,"Bladen County, North Carolina",32412,"Bladen County, North Carolina",0
1899,G3700190,2005-2009,,,North Carolina,37,Brunswick County,19,,,,,,,,,,,,,,,,,,,,,,,,,,"Brunswick County, North Carolina",98712,"Brunswick County, North Carolina",0
1900,G3700210,2005-2009,,,North Carolina,37,Buncombe County,21,,,,,,,,,,,,,,,,,,,,,,,,,,"Buncombe County, North Carolina",225869,"Buncombe County, North Carolina",0
1901,G3700230,2005-2009,,,North Carolina,37,Burke County,23,,,,,,,,,,,,,,,,,,,,,,,,,,"Burke County, North Carolina",88987,"Burke County, North Carolina",0
1902,G3700250,2005-2009,,,North Carolina,37,Cabarrus County,25,,,,,,,,,,,,,,,,,,,,,,,,,,"Cabarrus County, North Carolina",161473,"Cabarrus County, North Carolina",0
1903,G3700270,2005-2009,,,North Carolina,37,Caldwell County,27,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell County, North Carolina",79382,"Caldwell County, North Carolina",0
1904,G3700290,2005-2009,,,North Carolina,37,Camden County,29,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden County, North Carolina",9375,"Camden County, North Carolina",0
1905,G3700310,2005-2009,,,North Carolina,37,Carteret County,31,,,,,,,,,,,,,,,,,,,,,,,,,,"Carteret County, North Carolina",63369,"Carteret County, North Carolina",0
1906,G3700330,2005-2009,,,North Carolina,37,Caswell County,33,,,,,,,,,,,,,,,,,,,,,,,,,,"Caswell County, North Carolina",23228,"Caswell County, North Carolina",0
1907,G3700350,2005-2009,,,North Carolina,37,Catawba County,35,,,,,,,,,,,,,,,,,,,,,,,,,,"Catawba County, North Carolina",155157,"Catawba County, North Carolina",0
1908,G3700370,2005-2009,,,North Carolina,37,Chatham County,37,,,,,,,,,,,,,,,,,,,,,,,,,,"Chatham County, North Carolina",61444,"Chatham County, North Carolina",0
1909,G3700390,2005-2009,,,North Carolina,37,Cherokee County,39,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, North Carolina",26203,"Cherokee County, North Carolina",0
1910,G3700410,2005-2009,,,North Carolina,37,Chowan County,41,,,,,,,,,,,,,,,,,,,,,,,,,,"Chowan County, North Carolina",14629,"Chowan County, North Carolina",0
1911,G3700430,2005-2009,,,North Carolina,37,Clay County,43,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, North Carolina",10084,"Clay County, North Carolina",0
1912,G3700450,2005-2009,,,North Carolina,37,Cleveland County,45,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleveland County, North Carolina",98331,"Cleveland County, North Carolina",0
1913,G3700470,2005-2009,,,North Carolina,37,Columbus County,47,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbus County, North Carolina",54050,"Columbus County, North Carolina",0
1914,G3700490,2005-2009,,,North Carolina,37,Craven County,49,,,,,,,,,,,,,,,,,,,,,,,,,,"Craven County, North Carolina",96789,"Craven County, North Carolina",0
1915,G3700510,2005-2009,,,North Carolina,37,Cumberland County,51,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, North Carolina",309316,"Cumberland County, North Carolina",0
1916,G3700530,2005-2009,,,North Carolina,37,Currituck County,53,,,,,,,,,,,,,,,,,,,,,,,,,,"Currituck County, North Carolina",23713,"Currituck County, North Carolina",0
1917,G3700550,2005-2009,,,North Carolina,37,Dare County,55,,,,,,,,,,,,,,,,,,,,,,,,,,"Dare County, North Carolina",33976,"Dare County, North Carolina",0
1918,G3700570,2005-2009,,,North Carolina,37,Davidson County,57,,,,,,,,,,,,,,,,,,,,,,,,,,"Davidson County, North Carolina",156033,"Davidson County, North Carolina",0
1919,G3700590,2005-2009,,,North Carolina,37,Davie County,59,,,,,,,,,,,,,,,,,,,,,,,,,,"Davie County, North Carolina",40297,"Davie County, North Carolina",0
1920,G3700610,2005-2009,,,North Carolina,37,Duplin County,61,,,,,,,,,,,,,,,,,,,,,,,,,,"Duplin County, North Carolina",52358,"Duplin County, North Carolina",0
1921,G3700630,2005-2009,,,North Carolina,37,Durham County,63,,,,,,,,,,,,,,,,,,,,,,,,,,"Durham County, North Carolina",256296,"Durham County, North Carolina",0
1922,G3700650,2005-2009,,,North Carolina,37,Edgecombe County,65,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgecombe County, North Carolina",52586,"Edgecombe County, North Carolina",0
